E(MeV)  pendfb7/Si30:2
4.71182  2.20871875
4.71464  1.91352261
4.71746  1.67028762
4.72028  1.50893601
4.72302157  1.24433557
4.72311  1.2385748
4.72328688  1.23562648
4.72594  1.24414189
4.72865946  1.21559941
4.72877  1.2178234
4.72894719  1.23143364
4.731605  1.49680068
4.73444  2.01272129
4.73728  2.37159542
4.74012  2.46116727
4.74295688  2.29973685
4.7508  2.23020453
4.755085  2.32656881
4.75937  2.5350672
4.76367  2.60682197
4.76797  2.85584758
4.76823907  2.85787305
4.772275  2.85444776
4.77658  2.68201506
4.7809  2.6020376
4.78523  2.70508683
4.78955  2.69039481
4.79317  2.36583652
4.79606  2.05398779
4.79895  1.89848843
4.80185  1.94383022
4.80456875  1.94662289
4.80475  1.94555665
4.80766  1.85229497
4.81056  1.93591184
4.81347  2.0792207
4.81638  2.1192964
4.819295  2.04458665
4.82221  1.99065968
4.82513  1.64315891
4.82795875  1.35633136
4.82805  1.34987923
4.83098  1.33243512
4.8339  1.22897913
4.83669266  1.20790728
4.83683  1.20957542
4.83701344  1.21984493
4.839765  1.41402323
4.8427  1.4540261
4.84564  1.57418672
4.84858  1.61435666
4.85152  1.7637964
4.85447  2.12088718
4.85741  2.4513511
4.86037  2.68746348
4.86332  2.8304674
4.86628  2.57334059
4.86924  2.51329319
4.8722  2.21323976
4.87516  1.97277924
4.87813  1.65771022
4.8811  1.42985695
4.88397719  1.26183809
4.88407  1.25928782
4.88705  1.37188377
4.89077  1.23877497
4.895245  1.34307975
4.89972  1.4283692
4.90346  1.60723617
4.90646  1.9991049
4.90945  2.22454844
4.91245  2.31434901
4.915455  2.27327294
4.91846  2.1907716
4.92146  2.05368669
4.92447  1.7523871
4.92749  1.52815838
4.9305  1.41751236
4.93427  1.5066926
4.93881  1.41409759
4.94335  1.41457997
4.94789  1.37573667
4.952445  1.59375398
4.957  1.64446425
4.96157  1.61525628
4.967285  1.36048991
4.97072  1.21177414
4.9753  1.10482018
4.979895  1.14488285
4.98449  1.23760878
4.98909  1.37843142
4.9937  1.55081243
4.99832  1.74604015
5.00294  1.78536186
5.00757  2.00480798
5.0122  1.92443309
5.01685  1.97433583
5.0215  1.88405456
5.03081  1.26268816
5.0347  1.16356285
5.03781  1.02442627
5.04093  0.996740869
5.04405  1.00728902
5.04717  0.987173169
5.0503  0.960856051
5.05343  0.990653285
5.05656  1.03382595
5.0597  1.1454535
5.06283  1.30082426
5.06598  1.50306357
5.06912  1.69140917
5.07227  1.79947998
5.07542  1.95677423
5.07857  2.12398382
5.07876719  2.11350283
5.081725  1.88332971
5.08488  1.6693073
5.08883  1.64859163
5.09358  1.3552223
5.09834  1.30368856
5.103105  1.3951793
5.10787  1.66331551
5.11264  1.77173053
5.11743  1.91122454
5.12222  1.80291753
5.12701  1.45611204
5.13101  1.46023881
5.13121063  1.44664999
5.13411969  1.20455547
5.13422  1.20191346
5.13432032  1.20655776
5.13743  1.52711637
5.14064  1.82525467
5.14385  2.14180412
5.14707  2.19683605
5.15008875  2.19374228
5.15029  2.19787973
5.15351  2.56507706
5.15371157  2.56903266
5.156735  2.55989907
5.15996  2.3710348
5.1632  2.1199139
5.16643  1.93401284
5.16967  1.79529057
5.17291  1.5099435
5.17697  1.40676571
5.18184  1.41913665
5.18672  1.40177617
5.19161  1.55205958
5.1965  1.79923093
5.2014  2.09827761
5.20631  2.18889532
5.211225  1.92078774
5.21614  1.52812494
5.22107  1.39940815
5.22601  1.24411057
5.23088266  1.24740186
5.24086  1.4460107
5.245825  1.36098061
5.25079  1.21414385
5.25577  1.07609366
5.26076  1.12447142
5.26575  1.09894694
5.27075  1.12738298
5.27575  1.26310999
5.28579  1.08218817
5.29082  0.885190932
5.29569282  0.854651757
5.29585  0.856903877
5.29600766  0.866670603
5.300895  1.26769522
5.30594  1.57488742
5.311  1.6651105
5.31607  1.62426086
5.32114  1.19940371
5.32613079  0.928258457
5.32628954  0.924005892
5.3264486  0.92350327
5.3313  0.925570264
5.33639  0.835214103
5.34149  0.696449098
5.3466  0.577214085
5.35172  0.525698418
5.35684  0.461520376
5.36188985  0.431358035
5.36213063  0.435255148
5.36711  0.580473902
5.37225  0.68647407
5.37732938  0.981201729
5.37749063  0.984308167
5.38257  0.884617148
5.38773  0.873849237
5.39291  0.942001421
5.39809  0.870802092
5.40328  0.932125052
5.40847  0.980636429
5.41368  1.01789212
5.41889  0.986747575
5.42411  0.998759896
5.4283975  0.991940373
5.42852  0.988562387
5.43195  0.787993791
5.43534063  0.54503511
5.43545  0.539513994
5.43894  0.535558926
5.43904938  0.530495328
5.44233063  0.314649433
5.44244  0.308802844
5.44254938  0.304834166
5.44577594  0.228013383
5.44594  0.225663226
5.44604954  0.226282699
5.449445  0.287104153
5.45284047  0.329836661
5.45295  0.330405853
5.453115  0.329301168
5.45636  0.290146453
5.4564425  0.291143929
5.45649743  0.293182042
5.45657969  0.29828948
5.45987032  0.581932006
5.45998  0.589434768
5.460145  0.59589979
5.4635  0.682674509
5.46702  0.880119158
5.47043969  0.995944942
5.47055  0.99732031
5.47077063  0.991665473
5.47396969  0.869949026
5.47408  0.867932818
5.47424548  0.870253045
5.47761  0.967302358
5.48115  0.995913279
5.48469  0.954003462
5.48823  1.08703157
5.49177  1.15603967
5.49520907  1.03316236
5.49532  1.03163349
5.49548688  1.03552139
5.49888  1.17189866
5.50243  1.24029093
5.50599  1.42078653
5.50956  1.46988758
5.51278625  1.47076261
5.51312  1.46689269
5.51334313  1.44847356
5.51657844  1.12609969
5.51669  1.11894947
5.51680188  1.11737126
5.52027  1.19064328
5.52379188  1.17857235
5.52832  1.07018667
5.5337  0.99771775
5.53909  0.982229278
5.544485  1.04229159
5.54988  1.2629458
5.5553  1.30895517
5.56071  1.29392999
5.56614  1.38891037
5.57158  1.49009512
5.577025  1.36474122
5.58247  1.16191648
5.58793  0.982630123
5.59339  0.867372234
5.59887  0.951616929
5.60435  1.17341789
5.60984  1.43934012
5.615345  1.38940983
5.62085  1.29995629
5.62636  1.12285245
5.62661923  1.12919635
5.63189  1.30963689
5.63742  1.15599535
5.64296  0.953840724
5.64851  1.01124513
5.65406  1.12440581
5.65963  1.13155148
5.6652  1.22234839
5.67078  1.26117503
5.67637  1.33508685
5.68197  1.40160715
5.68757  1.60827299
5.69319  1.6300689
5.69881  1.84953024
5.70444  2.01836867
5.71008  2.07763235
5.71573  1.91461338
5.72705  1.78622481
5.73272  1.58132819
5.7384  1.590282
5.74409  1.46692479
5.74979  1.47665613
5.75549  1.446939
5.76121  1.3589251
5.76693  1.49029949
5.77266  1.45532057
5.78415  1.43219639
5.78991  1.5473622
5.79568  1.52358378
5.80146  1.54351159
5.80724  1.37657836
5.81303  1.45145498
5.81883  1.35390624
5.824645  1.50893517
5.83046  1.51655287
5.83629  1.51285302
5.84213  1.60592389
5.84797  1.55809002
5.85285  1.64486845
5.85676  1.92092921
5.86067  2.01329345
5.86458  2.06615836
5.8685  1.85970992
5.87242  1.48971098
5.87635  1.21893311
5.88028  1.09574076
5.88421  0.997469711
5.88815  1.0311212
5.89209  1.15961567
5.89604  1.16908124
5.89999  1.15647211
5.90394  0.973040509
5.90777625  0.841007669
5.9079  0.838825958
5.90808587  0.841123853
5.911865  0.933858639
5.91583  0.942213998
5.9198  0.891448431
5.92377  0.974647927
5.92775  1.04709365
5.93173  1.04235985
5.93572  1.08986178
5.93964766  1.22933606
5.93977243  1.2267047
5.94358016  0.930505654
5.943705  0.923064256
5.94395469  0.916855799
5.9477  0.860156829
5.951575  0.852078434
5.9517  0.849600372
5.95188798  0.839768339
5.95558469  0.597710143
5.95567868  0.593618234
5.95577266  0.59252667
5.95596063  0.596756696
5.95972  0.712866672
5.96373  0.800752791
5.96876  0.968862248
5.97479  1.12321356
5.98084  1.12663884
5.9869  1.05469589
5.99296  0.877130818
5.99884032  0.874266688
5.99903  0.874903967
6.00512  0.979362751
6.01121  1.12050022
6.01731  1.16231633
6.02342  1.272816
6.02954  1.230384
6.03567  1.30064259
6.04181  1.47697396
6.047965  1.37650443
6.05412  1.35691621
6.06029  1.42754701
6.06646  1.44601356
6.07265  1.24792186
6.07884  1.15672027
6.08505  1.18800303
6.09126  1.15233141
6.09749  1.18083297
6.10372  1.01082198
6.1107425  0.74775417
6.11622  0.546806622
6.12248  0.4737143
6.12870102  0.431899582
6.12884829  0.433004328
6.13504  0.54097519
6.14133  0.595202999
6.14763  0.606102157
6.15552  0.795191051
6.16026  0.906089724
6.16765  0.968622015
6.1761  1.05687774
6.184585  0.914159576
6.19307  0.892058062
6.20159  0.905296644
6.21011  0.922888971
6.21866  1.1853415
6.22722  1.32319306
6.23581  1.51114311
6.24441  1.79144059
6.25302  1.87348475
6.26166  1.90458497
6.27031  1.97105074
6.27898  1.95159988
6.2855  1.96108471
6.28985  2.09412096
6.29863141  1.9243069
6.30292  1.77071297
6.30729  1.65117839
6.31166  1.42679496
6.31604  1.25963775
6.32042  1.06138141
6.32919  0.952801556
6.33359  0.942400673
6.33799  0.898022605
6.34239  0.866765682
6.34674833  0.794897352
6.34693797  0.798153693
6.351215  0.952208292
6.35563  1.05422397
6.36005  1.21066831
6.36448  1.32987151
6.368915  1.16595102
6.37335  1.08829568
6.37793563  1.1252418
6.38669  1.14370355
6.39114  1.14652061
6.39616313  0.948232665
6.39993047  0.792807678
6.40013985  0.788646454
6.40454  0.849318049
6.40901  0.952307758
6.41349  0.886910369
6.4137  0.893169878
6.41797  1.06594473
6.42246  1.07198462
6.42695  1.11387726
6.43145  1.31537512
6.43595  1.33958515
6.44031907  1.52893804
6.44046  1.53089267
6.44067141  1.52112054
6.44497  1.22904804
6.44948  0.984455132
6.45401  0.889386278
6.45853  0.948671105
6.45874235  0.940399498
6.46306  0.718169025
6.46987  0.577441834
6.47896  0.490264958
6.48807  0.481487764
6.49711085  0.415020529
6.49734305  0.418469781
6.506355  0.694353368
6.51551  0.768651429
6.524705  0.731720327
6.5339  0.701966243
6.54313  0.599476525
6.55238  0.486390646
6.56164  0.457869339
6.57093  0.325545804
6.58023  0.309573922
6.58940438  0.189005037
6.58955  0.187678101
6.58969618  0.187417409
6.598905  0.208835286
6.60811383  0.297622604
6.60826  0.299681332
6.60855344  0.30672247
6.61765  0.546535071
6.62705  0.655045214
6.63648  0.841147244
6.64592  1.07084
6.65302  1.20755213
6.65776  1.10473803
6.66725  1.24685103
6.672  1.26789497
6.68137125  1.21133021
6.68152  1.21320328
6.68181813  1.22929375
6.68629  1.51259242
6.69106  1.50611886
6.695845  1.61798978
6.70063  1.63587728
6.70542  1.49808433
6.71021  1.4046423
6.71501  1.35134295
6.71981  1.21823555
6.72462  1.24494791
6.73425  1.13642046
6.73908  1.12145047
6.74391  1.21958337
6.74995  1.13526242
6.75722  1.06930719
6.7645  1.07830922
6.77178  1.16383385
6.77909  1.20835363
6.786405  1.12621919
6.79372  1.00370436
6.80106  0.951264025
6.8084  0.85801521
6.81576  0.744611721
6.82314  0.867047261
6.83052  0.8986613
6.83792  0.734567268
6.84532  0.752906194
6.85274  0.835562436
6.86018  1.0295047
6.86762  1.09202396
6.87508  0.93715274
6.88254  0.888813557
6.89003  0.935883433
6.89752  0.96862774
6.90503  0.850413408
6.91254  0.791935161
6.92007  0.70670613
6.92761  0.638152795
6.93517  0.524226846
6.93540657  0.525655708
6.94274  0.604011668
6.95020157  0.545794525
6.95037934  0.547296701
6.957915  0.791780626
6.96551  0.962364259
6.97313  1.08338606
6.980765  0.997252592
6.9884  0.8552378
6.99606  0.780369619
7.00372  0.758242392
7.01141  0.84578855
7.0191  1.0331109
7.0268  1.1035235
7.03452  1.10181705
7.04225  1.17463338
7.05  1.12214434
7.05775  1.09015368
7.06682  1.16479111
7.0772  1.14757515
7.0876  0.844967133
7.09803  0.625987516
7.10848  0.466364875
7.11896  0.397508186
7.12947  0.412837932
7.13998  0.46235658
7.15052  0.557817981
7.16109  0.751076651
7.17168  0.905492833
7.1823  0.968286516
7.19293  0.992291962
7.2036  1.0039674
7.21428  1.09073408
7.22499  1.1472145
7.23573  0.984321179
7.24514  1.04047466
7.25322  1.09862781
7.26132  1.04284311
7.26943  1.10096613
7.27755  1.08785203
7.28569  1.13359835
7.29384  1.13627734
7.30201  1.12124198
7.31018  0.975566278
7.31838  1.12709766
7.32658  1.25743681
7.3348  1.32646803
7.34303  1.14857447
7.35128  1.17009078
7.359545  1.11151623
7.36781  1.0775391
7.37611  1.17036904
7.38441  1.22532955
7.39273  1.19936521
7.40105  1.05686558
7.4094  0.989578542
7.417765  1.01024901
7.42613  1.07431739
7.43452  1.19479629
7.44292  1.26842805
7.45152563  1.18673687
7.46259  1.03174031
7.47668  0.859534222
7.49081  0.832940465
7.50498  0.905368215
7.51919  0.843603681
7.53345  0.952869837
7.54774  0.895002358
7.56208  0.932541116
7.57645  0.888797967
7.59087  0.955119283
7.60533  0.945401968
7.61983  0.872660802
7.63437  0.716768193
7.648975  0.96504149
7.66358  1.16363514
7.67827  1.03522713
7.69296  0.876219514
7.70771  0.858040926
7.722525  1.06468817
7.73734  1.22877505
7.752245  1.0982535
7.76715  1.08411171
7.78211  1.04547661
7.79712  1.12703378
7.81218  1.01096153
7.83484  0.933331082
7.86491594  0.99853446
7.9265  1.23240507
7.95750782  1.09657106
8.01978  1.01495025
8.05124  0.815705072
8.08288  0.658775462
8.11472  0.645604178
8.14674  0.705274493
8.17895  0.661960389
8.211455  0.852226727
8.24396  0.926867566
8.276855  0.868238242
8.30975  0.822798953
8.34304  0.885559995
8.37633  0.987842026
8.40993  1.01083815
8.44372  0.844359383
8.47773  0.894780073
8.51193  0.856570697
8.54635  0.896900219
8.58098  0.900854818
8.61582  0.92160429
8.65087  0.834137597
8.68614  0.882587921
8.721735  0.682242295
8.75733  0.570104993
8.79325  0.56837287
8.82951  0.647488195
8.86577  0.785053346
8.90237  0.873261872
8.93919  0.896820872
9.01354  1.04926285
9.05118  1.00987298
9.08882  0.84416797
9.12681  0.762220882
9.16505  0.689722935
9.20353  0.691859236
9.24225  0.469044735
9.28134  0.564791179
9.32043  0.835238604
9.35001  0.841129867
9.3698  0.605152415
9.38966  0.693551077
9.40959  0.875326522
9.42957  0.923097238
9.45984579  0.898410439
9.50003  0.749454224
9.54065  0.823934794
9.58153  0.704671409
9.62268  0.598328976
9.66409  0.553813293
9.70591  0.575456513
9.74773  0.641933186
9.78996  0.727768221
9.83246  0.732903679
9.87525  0.716523242
9.93995  0.790680242
10.0272  0.706941945
10.1157  0.761002005
10.2053  0.768430708
10.2961  0.690234724
10.3881  0.78581542
10.4814  0.536281081
10.576  0.640881783
10.6718  0.523997843
10.769  0.688895411
10.8675  0.72354103
10.96805  0.707308279
11.0686  0.64281335
11.1713  0.518400784
11.27615  0.58873075
11.381  0.667380905
11.4881  0.705591897
11.5967  0.711387
11.7077  0.656974649
11.8187  0.649170033
11.9329  0.669160675
12.0471  0.694400056
12.1638  0.758615427
12.2823  0.747218282
12.4024  0.773143885
12.5244  0.599785664
12.6482  0.798903385
12.7738  0.817425776
12.9014  0.786411551
13.0308  0.8317684
13.16325  0.746983553
13.2957  0.668378781
13.4313  0.79049215
13.5689  0.689444149
13.7086  0.648679169
13.8506  0.849262471
13.9947  0.642656865
14.1423  0.723866875
14.2899  0.749616627
14.4411  0.78462321
14.5947  0.626616245
14.7507  0.633423112
14.9094  0.729922457
15.0705  0.606206848
15.2344  0.743450172
15.40235  0.721487587
15.5703  0.656835198
15.7439  0.662882715
15.9175  0.786295326
16.0955  0.80117396
16.27805  0.775056204
16.4606  0.721110179
16.6479  0.910101018
16.8385  0.813673823
17.0324  0.834133242
17.2296  0.818382727
17.4304  0.818951175
17.6347  0.764246032
17.8445  0.795699713
18.0543  0.887158202
18.27175  0.832113521
18.4892  0.79164081
18.7127  0.93667729
18.9403  0.902080175
19.172  0.84819213
19.4081  0.842276829
19.6300625  0.851342388
19.9995665  0.88970823
19.999711  0.892917004
19.9998194  0.899718203
20.0001478  0.940736675
20.0002512  0.949267022
20.0004234  0.954648325
21  0.998554085
22.8178616  1.05864345
24.677196  1.11255958
26.16854  1.15000361
28  1.18633067
30.4698762  1.22463408
32.68138  1.25257164
35.45466  1.27725358
37.48258  1.28679566
39.66989  1.28975485
40.28202  1.28968606
43  1.2908957
45  1.2862096
49  1.25767867
52  1.2237647
64.902928  1.04428342
71.4335215  0.95876453
76  0.895687167
85  0.781730334
94  0.687386843
99  0.639396781
104  0.59688185
110  0.551160098
116  0.508798892
122  0.469502698
128  0.433405086
134  0.400054792
140  0.369579092
146  0.34191417
150  0.324857869
